name,amount,category
Revolut Payments UAB via Stripe,-250.00,Food & Drinks_Groceries
Centrale Salarisadministratie,5995.28,Salary_Salary
parking at zaansen schaans,-13.00,Leisure_Outings
Creditcard,-24.48,House & Garden_Fitment
Creditcard,-5.09,Food & Drinks_Groceries
Creditcard,-2.08,Food & Drinks_Groceries
Creditcard,-169.95,House & Garden_Fitment
Creditcard,-29.83,House & Garden_Fitment
Creditcard,-10.99,Family_Other
Oranje spaarrekening K58675097,242.42,Transfers_Transfers
Action 1203,-1.91,House & Garden_Fitment
Kruidvat 3794,-6.00,Food & Drinks_Groceries
Albert Heijn Fr.8642,-3.81,Food & Drinks_Groceries
Oranje spaarrekening K58675097,26.00,Transfers_Transfers
Oranje spaarrekening H96878896,-26.00,Transfers_Transfers
IKEA Amsterdam,-6.62,Food & Drinks_Snacks
Tikkie,-125.00,House & Garden_Fitment
Oranje spaarrekening K58675097,125.00,Transfers_Transfers
Tanger Almere,-13.24,Food & Drinks_Groceries
Aljasmijn,-5.99,Food & Drinks_Groceries
Revolut Payments UAB via Stripe,-10.00,House & Garden_Fitment
Action 1203,-11.42,House & Garden_Fitment
Zettle*Blik op de Zaa,-3.75,Food & Drinks_Restaurants
Albert Heijn Fr.8642,-3.09,Food & Drinks_Groceries
Oranje spaarrekening X94446204,-679.00,Transfers_Transfers
BELASTINGDIENST,679.00,Reimbursement_Reimbursement
DIRK VDBROEK FIL8533,-11.73,Food & Drinks_Groceries
Action 1194,-4.75,House & Garden_Fitment
Albert Heijn Fr.8642,-6.13,Food & Drinks_Groceries
Stichting Pay.nl,11.25,Reimbursement_Reimbursement
Diversen,-3.15,Others_Withdrawals & Bank charges
Ganesh Fresh Roti,-2.49,Food & Drinks_Groceries
RVO.NL,41.66,Reimbursement_Reimbursement
Creditcard,-124.00,Transfers_Transfers
AAB INZ TIKKIE,62.00,Transfers_Transfers
Creditcard,-50.00,Leisure_Outings
AAB INZ TIKKIE,62.00,Transfers_Transfers
Albert Heijn Fr.8642,-6.49,Wellbeing & Beauty_Care & Pharmacy
"Albert Heijn 8642
Picnic",-4.56,Leisure_Outings
Albert Heijn 8642,-13.23,Transfers_Transfers
Oranje spaarrekening X94446204,100.00,Transfers_Transfers
Albert Heijn 8642,-6.15,Food & Drinks_Groceries
Albert Heijn Fr.8642,-3.48,Food & Drinks_Groceries
Goudse Schadeverzekeringen N.V,-13.66,Home_Insurance & Fees
Albert Heijn 8642,-16.99,Food & Drinks_Groceries
Action 1194,-2.29,House & Garden_Fitment
Tanger Almere,-23.72,Food & Drinks_Groceries
SAFFRAAN MINIMARKET,-5.97,Food & Drinks_Groceries
Thanima Group,-16.92,Food & Drinks_Groceries
Oranje spaarrekening K58675097,35.00,Transfers_Transfers
Interdrape B.V.,-2678.00,Transport_Public Transport
Oranje spaarrekening H96878896,2678.00,Transfers_Transfers
Oranje spaarrekening W85769111,24.00,Transfers_Transfers
Revolut Bank UAB,-35.00,Transfers_Transfers
VITENS NV,-21.75,Home_Utilities
VVE Aquarel 2,-169.14,Home_Services
BUDGET MOBIEL,-10.00,Multimedia_Telephone
Diversen,-24.00,Family_Toys
Diversen,-38.73,Transport_Car
Albert Heijn 8642,-7.90,Food & Drinks_Groceries
Albert Heijn 8642,-8.79,Food & Drinks_Groceries
Revolut Bank UAB,-17.00,Transfers_Transfers
Stichting Pay.nl,28.94,Reimbursement_Reimbursement
ALBERT HEIJN 1322,-2.37,Food & Drinks_Groceries
St.Ned.Spoorwegmuseu,-12.00,Transport_Parking
Stationsrest.Remise,-3.95,Food & Drinks_Snacks
Stationsrest. Remise,-10.70,Food & Drinks_Snacks
Oranje spaarrekening X94446204,200.00,Transfers_Transfers
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
Albert Heijn 8642,-8.94,Food & Drinks_Groceries
IKEA Amsterdam,12.99,Transfers_Transfers
GetYourGuide,-29.00,Leisure_Outings
Vattenfall Klantenservice N.V.,-100.00,Home_Utilities
CZ Groep Zorgverzekeraar,-293.50,Home_Insurance & Fees
OHRA Schadeverzekeringen,-20.91,Home_Insurance & Fees
Decathlon Arena,-30.98,Shopping_Gifts
IKEA Amsterdam,-1.98,Food & Drinks_Snacks
Revolut Bank UAB,-1500.00,Transport_Airfare
BUDGET ENERGIE,-75.00,Home_Utilities
FLORIUS,-1778.13,Home_Mortgage
DIRECTLEASE BV,-506.00,Transport_Car
Oranje spaarrekening W85769111,19.74,Transfers_Transfers
Albert Heijn Fr.8642,-4.68,Food & Drinks_Groceries
Revolut Bank UAB,-24.02,Transport_Car
Ganesh Fresh Roti,-4.93,Food & Drinks_Groceries
Albert Heijn Fr.8642,-2.32,Food & Drinks_Groceries
WISE,-919.82,Finances_Loans
STICHTING GO,-19.74,Family_Day care
Vattenfall Customers   Solutions Netherlands NV,-22.84,Transport_Car
Multi Versshop,-3.92,Food & Drinks_Groceries
Action 1194,-18.31,House & Garden_Fitment
Tanger Almere,-1.59,Food & Drinks_Groceries
Noahs Vleespaleis,-3.75,Food & Drinks_Groceries
DIRK VDBROEK FIL8533,-9.09,Food & Drinks_Groceries
Aljasmijn,-11.46,Food & Drinks_Groceries
DeBakker en de Vries,-2.00,Food & Drinks_Snacks
Tikkie,-30.75,Leisure_Outings
CCV*Ventilatie Service,-115.00,House & Garden_Repairs
Tanger Almere,-10.47,Food & Drinks_Groceries
Revolut Bank UAB,-85.05,Others_Business expense
Revolut Bank UAB,-100.00,Others_Business expense
Oranje spaarrekening W85769111,-95.00,Transfers_Transfers
Infomedics B.V.,-41.89,Wellbeing & Beauty_Care & Pharmacy
Infomedics B.V.,-41.89,Wellbeing & Beauty_Care & Pharmacy
Albert Heijn Fr.8642,-6.08,Food & Drinks_Groceries
TAF BV,-12.37,Home_Insurance & Fees
GRILLA KITCHEN,-14.95,Others_Business expense
Madras Masala BV,-39.50,Food & Drinks_Restaurants
Centrale Salarisadministratie,5993.53,Salary_Salary
Albert Heijn Fr.8642,-16.55,Food & Drinks_Groceries
Humble Group BV,-29.07,Food & Drinks_Groceries
bol.com b.v.,-11.99,Wellbeing & Beauty_Care & Pharmacy
SHELL EV CHARGING SOLUTI,-13.75,Transport_Car
Revolut Bank UAB,-10.00,Others_Business expense
Albert Heijn 8591,-4.99,Food & Drinks_Groceries
T-MOBILE THUIS B.V.,-35.00,Multimedia_Internet
DekaMarkt LOC46370,-5.21,Food & Drinks_Groceries
ZEEMAN ALMERE BUITEN M,-4.49,Shopping_Clothes & Accessories
Action 1203,-19.29,House & Garden_Fitment
Mc Almere Buiten,-3.35,Food & Drinks_Restaurants
Albert Heijn Fr.8642,-7.59,Food & Drinks_Groceries
Albert Heijn Fr.8642,-3.03,Food & Drinks_Groceries
Multi Versshop,-6.99,Food & Drinks_Groceries
Action 1194,-4.58,House & Garden_Fitment
Angela Haarmode.,-22.50,Food & Drinks_Groceries
NS Groep N.V.,-0.01,Transport_Public Transport
Mama Loes ? Kids B.V via PAY.nl,-28.94,House & Garden_Equipment
Creditcard,-228.00,House & Garden_Equipment
FLORIUS,235.00,Reimbursement_Reimbursement
Albert Heijn Fr.8642,-12.50,Food & Drinks_Groceries
Action 1203,-30.03,House & Garden_Fitment
Geldautomaat - bought stuff from beverwijk,-50.00,House & Garden_Fitment
Oranje spaarrekening X94446204,-679.00,Transfers_Transfers
BELASTINGDIENST,679.00,Reimbursement_Reimbursement
NORMAL ALMERE,-3.10,Finances_Loans
Action 1194,-5.06,House & Garden_Fitment
Supermarkt Amoga,-1.49,Food & Drinks_Groceries
Tanger Almere,-1.44,Food & Drinks_Groceries
SAFFRAAN MINIMARKET,-1.49,Food & Drinks_Groceries
DeBakker en de Vries,-3.00,Food & Drinks_Snacks
Oranje spaarrekening W85769111,5.15,Transfers_Transfers
Oranje spaarrekening X94446204,-41.66,Transfers_Transfers
DIRECTLEASE BV,-799.80,Transport_Car
RVO.NL,41.66,Reimbursement_Reimbursement
IKEA Amsterdam,-0.79,Food & Drinks_Snacks
IKEA Amsterdam,-2.77,Food & Drinks_Snacks
Albert Heijn Fr.8642,-5.15,Family_Diaper & wipes
AAB INZ TIKKIE,1.00,Transfers_Transfers
ING Bank N.V. Creditcards,-137.00,Finances_Loans
Oranje spaarrekening K58675097,137.00,Transfers_Transfers
Oranje spaarrekening K58675097,500.00,Transfers_Transfers
ING Monthly charges,-3.15,Others_Withdrawals & Bank charges
BEVERWIJKSE BAZAAR BV,-5.00,Transport_Parking
SumUp  *Mirac,-35.00,House & Garden_Fitment
Razi Market,-52.00,Food & Drinks_Groceries
Razi Market,-22.00,Food & Drinks_Groceries
Zettle*Yemeni Restaur,-14.00,Food & Drinks_Restaurants
Albert Heijn Fr.8642,-9.14,Food & Drinks_Groceries
Ismail’s gift,-30.00,Shopping_Gifts
Razi Market,-47.50,Finances_Others
Oranje spaarrekening W85769111,18.00,Transfers_Transfers
Holland & Barrett,-9.99,Wellbeing & Beauty_Daily care
The Golden Cut,-18.00,Wellbeing & Beauty_Beauty
Albert Heijn Fr.8642,-9.97,Food & Drinks_Groceries
Revolut Bank UAB,-25.50,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-54.40,Finances_Loans
ING Bank N.V. Creditcards,-73.00,Finances_Loans
bol.com b.v.,-28.99,Transport_Public Transport
Oranje spaarrekening K58675097,500.00,Transfers_Transfers
Batavia stad,-3.00,Transport_Parking
McDonalds Bataviastad,-7.00,Leisure_Outings
The Body Shop,-15.40,Finances_Loans
Lindt  Spruengli Neth,-7.98,Leisure_Outings
DIRK VDBROEK FIL3350,-7.70,Food & Drinks_Groceries
Goudse Schadeverzekeringen N.V,-13.66,Home_Insurance & Fees
Albert Heijn 8642,-10.64,Food & Drinks_Groceries
Oranje spaarrekening K58675097,-1822.00,Transfers_Transfers
ING Bank N.V. Creditcards,-178.00,Finances_Loans
Heberer Bahnhof Suedk,-3.20,Leisure_Outings
Flixbus Berlin,-60.33,Transport_Public Transport
VITENS NV,-21.75,Home_Utilities
Albert Heijn 8642,-10.81,Food & Drinks_Groceries
Bapu Restaurant,-22.40,Leisure_Outings
Albert Heijn Fr.8642,-6.63,Food & Drinks_Groceries
BUDGET MOBIEL,-10.00,Multimedia_Telephone
VVE Aquarel 2,-169.14,Home_Services
Albert Heijn Fr.8642,-11.58,Food & Drinks_Groceries
Mc Almere Buiten,-5.50,House & Garden_Fitment
Mc Almere Buiten,-3.60,House & Garden_Fitment
Ranzijn Tuin & Dier,-22.54,House & Garden_Garden
PRAXIS ALMERE,-14.49,House & Garden_Fitment
Oranje spaarrekening X94446204,-41.98,Transfers_Transfers
RVO.NL,41.98,Reimbursement_Reimbursement
Aljasmijn,-36.15,Food & Drinks_Groceries
Albert Heijn Fr.8642,-2.47,Food & Drinks_Groceries
Supermarkt Amoga,-23.98,Food & Drinks_Groceries
CZ Groep Zorgverzekeraar,-293.50,Home_Insurance & Fees
Vattenfall Klantenservice N.V.,-100.00,Home_Utilities
OHRA Schadeverzekeringen,-20.91,Home_Insurance & Fees
Albert Heijn Fr.8642,-5.61,Food & Drinks_Groceries
BUDGET ENERGIE,-75.00,Home_Utilities
FLORIUS,-1778.13,Home_Mortgage
GVB Exploitatie B.V.,-7.17,Transport_Public Transport
Albert Heijn Fr.8642,-3.09,Food & Drinks_Groceries
P1 ArenA,-5.00,Transport_Parking
CCV*ASIAN KITCHEN AREN,-26.00,Leisure_Outings
Decathlon Arena,-22.98,Shopping_Clothes & Accessories
IKEA Amsterdam,-77.91,House & Garden_Fitment
Tikkie,-18.45,Others_Business expense
Oranje spaarrekening W85769111,12.15,Transfers_Transfers
Action 1194,-10.97,House & Garden_Fitment
Scapino Almere,-7.00,Shopping_Clothes & Accessories
Dunkin Almere,-8.50,House & Garden_Fitment
Mc Almere Centrum,-18.25,Food & Drinks_Restaurants
SEP*Singh VOF,-1.50,Food & Drinks_Groceries
AAB INZ TIKKIE,17.00,Transfers_Transfers
Albert Heijn 8642,-4.17,Food & Drinks_Groceries
Revolut Bank UAB,-10.00,Family_Allowance
ING Bank N.V. Creditcards,-50.00,Finances_Loans
ING Bank N.V. Creditcards,-449.95,House & Garden_Fitment
Oranje spaarrekening H96878896,449.95,Transfers_Transfers
OHRA Schadeverzekeringen,-4.88,Home_Insurance & Fees
Albert Heijn 8591,-5.15,Family_Diaper & wipes
Albert Heijn 8591,-6.69,Food & Drinks_Groceries
ZIGGO SERVICES BV,53.00,Salary_Salary
AH to go 5825 Rdam,-2.40,Food & Drinks_Groceries
Albert Heijn Fr.8642,-8.38,Family_Diaper & wipes
TAF BV,-12.37,Home_Insurance & Fees
Oranje spaarrekening W85769111,5.15,Transfers_Transfers
Albert Heijn Fr.8642,-4.69,Food & Drinks_Groceries
SAFFRAAN MINIMARKET,-14.99,Food & Drinks_Groceries
C&M*Damascus Market,-10.23,Food & Drinks_Groceries
SLAGERIJ TALHA,-14.30,Food & Drinks_Groceries
DIRK VDBROEK FIL3350,-23.69,Food & Drinks_Groceries
CCV*DMG MEUBELEN,-22.98,Leisure_Outings
Oranje spaarrekening H96878896,-475.00,Transfers_Transfers
ING Bank N.V. Creditcards,-888.96,Finances_Loans
FLORIUS,475.00,Reimbursement_Reimbursement
Albert Heijn Fr.8642,-9.46,Food & Drinks_Groceries
Albert Heijn Fr.8642,-2.24,Food & Drinks_Groceries
Hajjam Kip,-17.00,Transfers_Transfers
Hajjam Kip,-34.00,Food & Drinks_Groceries
IKEA Amsterdam,-17.45,Food & Drinks_Coffee & Lunch
Action 1203,15.90,Reimbursement_Reimbursement
ING Bank N.V. Creditcards,-438.72,House & Garden_Fitment
ING Bank N.V. Creditcards,-57.50,Leisure_Outings
JyskL636,-22.00,House & Garden_Fitment
Albert Heijn 8642,-4.43,Food & Drinks_Groceries
Revolut Bank UAB,-100.00,Family_Allowance
Revolut Bank UAB,-355.00,House & Garden_Fitment
T-MOBILE THUIS B.V.,-35.00,Multimedia_Internet
Centrale Salarisadministratie,7385.24,Salary_Salary
WoW Burgers,-8.70,Food & Drinks_Groceries
Albert Heijn 8642,-5.15,Family_Diaper & wipes
Albert Heijn Fr.8642,-1.95,Food & Drinks_Groceries
Albert Heijn Fr.8642,-15.12,Food & Drinks_Groceries
Lidl 700 Huizen,-0.78,Food & Drinks_Groceries
Albert Heijn 8642,-0.65,Food & Drinks_Groceries
Daily Style Almere,-3.68,House & Garden_Fitment
PRAXIS ALMERE,57.20,Transfers_Transfers
RIJSCHOOL RIJZO,-165.00,Family_Allowance
Oranje spaarrekening K58675097,165.00,Transfers_Transfers
ING Bank N.V. Creditcards,-57.20,Transfers_Transfers
Stichting Pay.nl,11.21,Reimbursement_Reimbursement
Little India B.V,-11.34,Shopping_Gifts
CCV*Woonexpress Almere,-7.00,House & Garden_Fitment
Gamma Almere Doemere,-5.26,House & Garden_Fitment
Action 1203,-57.46,House & Garden_Fitment
DIRK VDBROEK FIL3350,-19.77,Food & Drinks_Groceries
Oranje spaarrekening W85769111,5.19,Transfers_Transfers
Apotheek de Brug,-5.19,Wellbeing & Beauty_Care & Pharmacy
Jumbo Almere Buiten,-5.88,Food & Drinks_Restaurants
Action 1203,-37.82,House & Garden_Fitment
Bibliotheek Buiten 1,-1.00,Others_Business expense
Albert Heijn Fr.8642,-2.34,Food & Drinks_Groceries
Action 1203,-7.82,Shopping_Gifts
Albert Heijn Fr.8642,-3.51,Food & Drinks_Groceries
SLAGERIJ TALHA,-10.42,Food & Drinks_Groceries
Action 1203,-3.04,Food & Drinks_Groceries
Diversen,-3.15,Others_Withdrawals & Bank charges
Praxis 2049 Almere,6.49,Reimbursement_Reimbursement
Oranje spaarrekening W85769111,5.15,Transfers_Transfers
KK Kalyankumar,-270.00,Leisure_Outings
Oranje spaarrekening X94446204,329.60,Transfers_Transfers
Gemeente Almere,-240.29,Home_Taxes
Oranje spaarrekening K58675097,240.00,Transfers_Transfers
AUTORADAM ALMERE OOST BV,-20.69,Transport_Car
Albert Heijn Fr.8642,-5.75,Food & Drinks_Groceries
Albert Heijn Fr.8642,-5.15,Family_Diaper & wipes
Albert Heijn Fr.8642,-12.40,Food & Drinks_Groceries
Ganesh Fresh Roti,-5.83,Food & Drinks_Groceries
C&M*Damascus Market,-9.75,Food & Drinks_Groceries
Action 1203,-18.24,Food & Drinks_Groceries
JyskL636,-16.00,House & Garden_Fitment
CCV*KFC Oosterhout,-3.75,Leisure_Outings
Gr8 Restaurants B.V.,-3.80,Leisure_Outings
PNVT INDIAN TANDOORI,-166.50,Leisure_Outings
ABORON BVBA,-35.28,Transport_Car
PARKING BIEKORF,-5.30,Transport_Parking
SumUp  *Sylmar bvba,-4.00,Leisure_Outings
CCV*MCD OOSTERHOUT B.V,-6.95,Leisure_Outings
Parking SintMichiels,-3.50,Transport_Parking
Damass Bv,-3.00,Leisure_Outings
Albert Heijn 3020,-13.99,Shopping_Gifts
Eurospar VelzekeRudde,-3.76,Leisure_Outings
Eurospar VelzekeRudde,-18.24,Leisure_Outings
DeBakker en de Vries,-6.00,Leisure_Outings
Goudse Schadeverzekeringen N.V,-13.66,Home_Insurance & Fees
VITENS NV,-21.75,Home_Utilities
Albert Heijn Fr.8642,-9.10,Food & Drinks_Groceries
Kruidvat 7544,-14.98,Food & Drinks_Groceries
Snipes Almere 013,-50.01,Shopping_Clothes & Accessories
SHELL ZIJDELWEG,-40.08,Transport_Car
Albert Heijn Fr.8642,-12.73,Food & Drinks_Groceries
BUDGET ENERGIE,646.34,Benefits_Benefits
BUDGET MOBIEL,-7.50,Multimedia_Telephone
VVE Aquarel 2,-169.14,Home_Services
Diversen,-350.05,House & Garden_Fitment
Decathlon Netherlands B.V. by Buckaroo Stichting Derdengelden,-77.91,Family_Toys
Oranje spaarrekening W85769111,77.91,Transfers_Transfers
Tikkie,-13.65,Leisure_Outings
Albert Heijn Fr.8642,-5.15,Family_Diaper & wipes
Albert Heijn Fr.8642,-20.96,Food & Drinks_Groceries
Oranje spaarrekening K58675097,350.00,Transfers_Transfers
Oranje spaarrekening X94446204,-329.00,Transfers_Transfers
Oranje spaarrekening K58675097,329.00,Transfers_Transfers
Oranje spaarrekening W85769111,5.15,Transfers_Transfers
Oranje spaarrekening W85769111,27.00,Transfers_Transfers
Oranje spaarrekening W85769111,-296.76,Transfers_Transfers
Sociale Verzekeringsbank,269.76,Benefits_Benefits
Vattenfall Klantenservice N.V.,-100.00,Home_Utilities
CZ Groep Zorgverzekeraar,-293.50,Home_Insurance & Fees
Fa.Smits Paviljoen,-85.40,Family_Toys
Albert Heijn 8642,-19.13,Food & Drinks_Groceries
JyskL636,-23.50,House & Garden_Fitment
PRAXIS ALMERE,-131.47,House & Garden_Fitment
Lindt  Spruengli Neth,-11.97,Leisure_Outings
Lelystad Bataviastad B,-14.05,Food & Drinks_Restaurants
The Body Shop,-2.94,Wellbeing & Beauty_Beauty
OUTLET LELYSTAD BATAVI,-23.18,Shopping_Clothes & Accessories
JyskL636,-23.50,House & Garden_Fitment
Oranje spaarrekening X94446204,750.54,Transfers_Transfers
BUDGET ENERGIE,-75.00,Home_Utilities
FLORIUS,-2482.55,Home_Mortgage
Waternet/Gem. Amsterdam,18.05,Reimbursement_Reimbursement
Mywheels via PAY.nl,-16.57,Transport_Car
BLOKKER0615ALMERE,-14.00,Family_Toys
DIRK VDBROEK FIL8533,-2.87,Food & Drinks_Groceries
Action 1194,-11.84,Food & Drinks_Groceries
PRIMARK ALMERE,-23.50,Shopping_Clothes & Accessories
BRAINPT*backWERK,-5.20,Food & Drinks_Groceries
Zalando Payments GmbH,63.95,Transfers_Transfers
Mywheels via PAY.nl,-78.58,Transport_Car
Mywheels via PAY.nl,-55.16,Transport_Car
Tikkie,-10.50,Food & Drinks_Groceries
Albert Heijn Fr.8642,-14.00,Food & Drinks_Groceries
GVB Exploitatie B.V.,-100.83,Transport_Public Transport
GVB Exploitatie B.V.,-33.03,Transport_Public Transport
Albert Heijn 8642,-6.99,Food & Drinks_Groceries
Action 1194,-2.96,Food & Drinks_Groceries
Noahs Vleespaleis,-8.50,Food & Drinks_Groceries
Tanger Almere,-14.55,Food & Drinks_Groceries
Hema EV083,-14.90,Shopping_Gifts
Mywheels via PAY.nl,-78.93,Transport_Car
Albert Heijn Fr.8642,-15.13,Food & Drinks_Groceries
IKEA BV via ING,-222.37,House & Garden_Fitment
Oranje spaarrekening H96878896,-50.00,Transfers_Transfers
Oranje spaarrekening H96878896,-341.00,Transfers_Transfers
ING Bank N.V. Creditcards,-1002.15,Finances_Loans
Stichting Pay.nl,-10.00,Transport_Car
TAF BV,-12.37,Home_Insurance & Fees
VITENS NV,-21.75,Home_Utilities
Action 1203,-26.55,House & Garden_Equipment
Action 1203,-26.55,House & Garden_Equipment
ING Bank N.V. Creditcards,-49.00,Shopping_Clothes & Accessories
Stg. Almeerse Moslims Ar-Raza,-10.00,Others_Charity
Albert Heijn 8642,-9.16,Food & Drinks_Groceries
Centrale Salarisadministratie,4610.82,Salary_Salary
Apotheek de Brug,-8.07,Wellbeing & Beauty_Care & Pharmacy
Lidl 737 Almere,-26.78,Food & Drinks_Groceries
Oranje spaarrekening W85769111,8.07,Transfers_Transfers
Mywheels via PAY.nl,-7.54,Transport_Car
Tikkie,-47.83,Food & Drinks_Groceries
Albert Heijn Fr.8642,-10.45,Family_Diaper & wipes
T-MOBILE THUIS B.V.,-47.99,Transport_Public Transport
Albert Heijn Fr.8642,-8.87,Food & Drinks_Groceries
DeBakker en de Vries,-3.00,Food & Drinks_Snacks
Supermarkt Amoga,-15.23,Food & Drinks_Groceries
ETOS 7275,-6.15,Leisure_Hobby & Sports
PRIMARK ALMERE,-4.00,Leisure_Hobby & Sports
SEP*Ice & Co,-5.50,Food & Drinks_Snacks
Oranje spaarrekening W85769111,15.30,Transfers_Transfers
Albert Heijn Fr.8642,-5.15,Family_Diaper & wipes
Diversen,-3.15,Others_Withdrawals & Bank charges
NS GROEP IZ NS REIZIGERS,-31.26,Transport_Public Transport
Albert Heijn 8642,-15.03,Food & Drinks_Groceries
Albert Heijn 8642,-7.46,Food & Drinks_Groceries
Albert Heijn Fr.8642,-12.99,Food & Drinks_Groceries
Albert Heijn Fr.8642,-9.87,Food & Drinks_Groceries
Geldautomaat,-300.00,House & Garden_Repairs
Geldautomaat,-1000.00,House & Garden_Repairs
Bibliotheek Almere,-1.00,Leisure_Hobby & Sports
Mywheels via PAY.nl,-78.47,Transport_Car
Oranje spaarrekening W85769111,-25.00,Transfers_Transfers
AAB INZ TIKKIE,25.00,Transfers_Transfers
Oranje spaarrekening H96878896,250.00,Transfers_Transfers
Oranje spaarrekening H96878896,1000.00,Transfers_Transfers
Geldautomaat,-200.00,House & Garden_Fitment
Albert Heijn Fr.8642,-15.03,Food & Drinks_Groceries
Geldautomaat,-300.00,House & Garden_Repairs
Geldautomaat,-300.00,House & Garden_Repairs
Oranje spaarrekening W85769111,59.99,Transfers_Transfers
Smyths Toys EU HQ,-59.99,Family_Toys
Oranje spaarrekening H96878896,-200.00,Transfers_Transfers
Oranje spaarrekening H96878896,1000.00,Transfers_Transfers
DIRK VDBROEK FIL3350,-7.30,Food & Drinks_Groceries
Action 1203,-5.71,House & Garden_Equipment
SLAGERIJ TALHA,-2.00,Food & Drinks_Groceries
SLAGERIJ TALHA,-21.50,Food & Drinks_Groceries
Albert Heijn Fr.8642,-3.55,Food & Drinks_Groceries
PRAXIS ALMERE,-12.39,House & Garden_Fitment
Revolut Bank UAB,-17.00,Transfers_Transfers
ING Bank N.V. Creditcards,-73.72,House & Garden_Equipment
Stichting Pay.nl,16.92,Reimbursement_Reimbursement
Centrale Salarisadministratie,138.07,Transfers_Transfers
Mywheels via PAY.nl,-20.73,Transport_Car
Stichting Pay.nl,16.92,Reimbursement_Reimbursement
Mywheels via PAY.nl,-16.92,Transport_Car
Mywheels via PAY.nl,-0.01,Transport_Car
Albert Heijn Fr.8642,-16.65,Food & Drinks_Groceries
Oranje spaarrekening W85769111,5.15,Transfers_Transfers
HEMA EV2152 UTCS,-3.00,Food & Drinks_Coffee & Lunch
Jumbo Eindhoven Meer,-2.96,Food & Drinks_Groceries
Albert Heijn Fr.8642,-11.20,Food & Drinks_Groceries
Albert Heijn Fr.8642,-5.15,Family_Diaper & wipes
Kiosk UT 3242,-2.90,Food & Drinks_Coffee & Lunch
Oranje spaarrekening K58675097,-3300.00,Transfers_Transfers
Lebo Vastgoed B.V.,3300.00,Benefits_Benefits
Goudse Schadeverzekeringen N.V,-13.66,Transport_Public Transport
VVE Aquarel 2,-162.06,Home_Services
Albert Heijn Fr.8642,-23.65,Family_Diaper & wipes
Afhaalcentr.Falafel,-7.00,Food & Drinks_Groceries
Zalando Payments GmbH,-63.95,Shopping_Clothes & Accessories
Oranje spaarrekening H96878896,-2593.00,Transfers_Transfers
FLORIUS,2593.00,Reimbursement_Reimbursement
Oranje spaarrekening W85769111,5.15,Transfers_Transfers
Action 1386,-10.10,Food & Drinks_Groceries
Robin en Kees AGF,-3.49,Food & Drinks_Groceries
Praxis 2049 Almere,69.98,Reimbursement_Reimbursement
Oranje spaarrekening H96878896,-1744.00,Transfers_Transfers
NS GROEP IZ NS REIZIGERS,1.81,Reimbursement_Reimbursement
FLORIUS,1744.00,Reimbursement_Reimbursement
Haagse Poort,-7.75,Food & Drinks_Groceries
Diversen,-991.57,House & Garden_Fitment
Albert Heijn 8642,-5.15,Family_Diaper & wipes
Albert Heijn 8642,-10.72,Food & Drinks_Groceries
Gemeente Amsterdam,-57.37,Home_Taxes
BUDGET MOBIEL,-15.00,Multimedia_Telephone
Lycatel via WorldPay Customer Payments,-27.00,Multimedia_Telephone
Albert Heijn 8642,-7.51,Food & Drinks_Groceries
Tanger Almere,-13.03,Food & Drinks_Groceries
ALBERT HEIJN 5703,-2.00,Food & Drinks_Groceries
PRAXIS ALMERE,-69.98,House & Garden_Fitment
SyntusBV,-20.50,Transport_Public Transport
Goudse Schadeverzekeringen N.V,-1.30,Transport_Public Transport
Haagse Poort,-7.65,Food & Drinks_Groceries
HASHTING,75.00,Transfers_Transfers
CZ Groep Zorgverzekeraar,-293.50,Home_Insurance & Fees
Albert Heijn 8642,-13.00,Food & Drinks_Groceries
Albert Heijn 1027,-2.75,Food & Drinks_Groceries
BUDGET ENERGIE,-235.00,Home_Utilities
Action 1203,-10.76,House & Garden_Equipment
PRAXIS ALMERE,-18.30,House & Garden_Fitment
Zettle*Kapsalon Zieba,-22.50,Wellbeing & Beauty_Beauty
Albert Heijn Fr.8642,-2.99,Food & Drinks_Groceries
Albert Heijn Fr.8642,-8.42,Food & Drinks_Groceries
Daily Style Almere,-8.76,House & Garden_Fitment
Tanger Almere,-7.44,Food & Drinks_Groceries
Scapino Almere,-20.00,Shopping_Clothes & Accessories
Scapino Almere,-32.98,Shopping_Clothes & Accessories
KiK,-25.75,Shopping_Clothes & Accessories
Oranje spaarrekening W85769111,25.75,Transfers_Transfers
Oranje spaarrekening W85769111,20.00,Transfers_Transfers
ZIGGO SERVICES BV,-53.00,Shopping_Clothes & Accessories
BEVERWIJKSE BAZAAR BV,-5.00,Transport_Parking
Geldautomaat,-70.00,Others_Uncategorised
IKEA Haarlem,-15.97,Transport_Public Transport
ING Bank N.V. Creditcards,-899.07,House & Garden_Equipment
Oranje spaarrekening W85769111,11.00,Transfers_Transfers
Albert Heijn Fr.8642,-11.00,Family_Diaper & wipes
Albert Heijn Fr.8642,-13.81,Food & Drinks_Groceries
Mywheels via PAY.nl,-22.92,Transport_Car
Akupanel Store,-299.80,House & Garden_Fitment
Mywheels via PAY.nl,-42.74,Transport_Car
GAMMA Adam Sloterv,10.99,Reimbursement_Reimbursement
Oranje spaarrekening X94446204,-750.00,Transfers_Transfers
ING Bank N.V. Creditcards,-10.99,House & Garden_Equipment
